; MoDaHr,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC,LSC
; Fuel=,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; CZ=,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16
42314,3.917847152,119.6781294,104.2579333,3.912017554,119.6781294,104.2579333,3.918849109,119.6781294,104.2579333,3.910769773,119.6781294,104.2579333,3.905985625,119.6781294,104.2579333,3.862690648,119.7587413,104.2579333,3.919718736,119.7194202,104.2579333,3.799034588,119.7587413,104.2579333,3.78961642,119.7587413,104.2579333,3.812397604,119.7587413,104.2579333,3.899405085,119.6781294,104.2579333,3.898218685,119.6781294,104.2579333,3.897237214,119.6781294,104.2579333,3.804669548,119.7587413,104.2579333,3.830739712,119.7587413,104.2579333,3.781587275,119.7587413,104.2579333
42315,3.917847152,119.6781294,104.2579333,3.912017554,119.6781294,104.2579333,3.918849109,119.6781294,104.2579333,3.910769773,119.6781294,104.2579333,3.905985625,119.6781294,104.2579333,3.862690648,119.7587413,104.2579333,3.919718736,119.7194202,104.2579333,3.799034588,119.7587413,104.2579333,3.78961642,119.7587413,104.2579333,3.812397604,119.7587413,104.2579333,3.899405085,119.6781294,104.2579333,3.898218685,119.6781294,104.2579333,3.897237214,119.6781294,104.2579333,3.804669548,119.7587413,104.2579333,3.830739712,119.7587413,104.2579333,3.781587275,119.7587413,104.2579333
42316,3.917847152,119.6781294,104.2579333,3.912017554,119.6781294,104.2579333,3.918849109,119.6781294,104.2579333,3.910769773,119.6781294,104.2579333,3.905985625,119.6781294,104.2579333,3.862690648,119.7587413,104.2579333,3.919718736,119.7194202,104.2579333,3.799034588,119.7587413,104.2579333,3.78961642,119.7587413,104.2579333,3.812397604,119.7587413,104.2579333,3.899405085,119.6781294,104.2579333,3.898218685,119.6781294,104.2579333,3.897237214,119.6781294,104.2579333,3.804669548,119.7587413,104.2579333,3.830739712,119.7587413,104.2579333,3.781587275,119.7587413,104.2579333
42317,4.111658436,119.6781294,104.2579333,4.10570285,119.6781294,104.2579333,4.112682048,119.6781294,104.2579333,4.104428102,119.6781294,104.2579333,4.09954056,119.6781294,104.2579333,4.027882494,119.7587413,104.2579333,4.089028364,119.7194202,104.2579333,3.963090215,119.7587413,104.2579333,3.953503939,119.7587413,104.2579333,3.976691752,119.7587413,104.2579333,4.092817802,119.6781294,104.2579333,4.091605762,119.6781294,104.2579333,4.09060308,119.6781294,104.2579333,3.968825756,119.7587413,104.2579333,3.995361254,119.7587413,104.2579333,3.945331479,119.7587413,104.2579333
42318,5.511470738,119.6781294,104.2579333,5.504605193,119.6781294,104.2579333,5.512650747,119.6781294,104.2579333,5.503135676,119.6781294,104.2579333,5.497501364,119.6781294,104.2579333,5.425356982,119.7587413,104.2579333,5.521338087,119.7194202,104.2579333,5.35095263,119.7587413,104.2579333,5.33994421,119.7587413,104.2579333,5.366571985,119.7587413,104.2579333,5.489751431,119.6781294,104.2579333,5.488354203,119.6781294,104.2579333,5.48719832,119.6781294,104.2579333,5.35753905,119.7587413,104.2579333,5.388011147,119.7587413,104.2579333,5.330559348,119.7587413,104.2579333
42319,6.490282967,119.6781294,104.2579333,6.482781138,119.6781294,104.2579333,6.491572337,119.6781294,104.2579333,6.48117543,119.6781294,104.2579333,6.475018941,119.6781294,104.2579333,6.343778069,119.7587413,104.2579333,6.462652912,119.7194202,104.2579333,6.263056657,119.7587413,104.2579333,6.251113602,119.7587413,104.2579333,6.280002122,119.7587413,104.2579333,6.466550761,119.6781294,104.2579333,6.465024041,119.6781294,104.2579333,6.463761033,119.6781294,104.2579333,6.270202276,119.7587413,104.2579333,9.294877637,119.7587413,104.2579333,6.240931949,119.7587413,104.2579333
42320,6.400978776,119.6781294,104.2579333,6.393535001,119.6781294,104.2579333,6.402258169,119.6781294,104.2579333,6.391941718,119.6781294,104.2579333,6.385832871,119.6781294,104.2579333,6.319753048,119.7587413,104.2579333,6.438029013,119.7194202,104.2579333,6.239196884,119.7587413,104.2579333,6.227278279,119.7587413,104.2579333,6.25610766,119.7587413,104.2579333,6.377430223,119.6781294,104.2579333,6.375915317,119.6781294,104.2579333,6.374662083,119.6781294,104.2579333,6.246327875,119.7587413,104.2579333,9.201710102,119.7587413,104.2579333,6.217117469,119.7587413,104.2579333
42321,6.510899541,119.6781294,104.2579333,6.503384311,119.6781294,104.2579333,6.512191215,119.6781294,104.2579333,6.501775734,119.6781294,104.2579333,6.495608246,119.6781294,104.2579333,6.426782229,119.7587413,104.2579333,6.54772614,119.7194202,104.2579333,6.345489899,119.7587413,104.2579333,6.333462375,119.7587413,104.2579333,6.362555214,119.7587413,104.2579333,6.487124939,119.6781294,104.2579333,6.485595491,119.6781294,104.2579333,6.484330227,119.6781294,104.2579333,6.352686057,119.7587413,104.2579333,9.390505145,119.7587413,104.2579333,6.32320871,119.7587413,104.2579333
42322,6.397594716,119.6781294,104.2579333,6.390153141,119.6781294,104.2579333,6.398873731,119.6781294,104.2579333,6.388560329,119.6781294,104.2579333,6.382453287,119.6781294,104.2579333,6.316458009,119.7587413,104.2579333,6.434651838,119.7194202,104.2579333,6.235924509,119.7587413,104.2579333,6.224009257,119.7587413,104.2579333,6.252830527,119.7587413,104.2579333,6.374053122,119.6781294,104.2579333,6.372538664,119.6781294,104.2579333,6.3712858,119.6781294,104.2579333,6.243053494,119.7587413,104.2579333,6.276035766,119.7587413,104.2579333,6.213851306,119.7587413,104.2579333
42323,6.398185391,119.6781294,104.2579333,6.390743432,119.6781294,104.2579333,6.399464472,119.6781294,104.2579333,6.389150538,119.6781294,104.2579333,6.383043181,119.6781294,104.2579333,6.317033146,119.7587413,104.2579333,6.435241311,119.7194202,104.2579333,6.23649569,119.7587413,104.2579333,6.224579852,119.7587413,104.2579333,6.253402538,119.7587413,104.2579333,6.374642582,119.6781294,104.2579333,6.373128046,119.6781294,104.2579333,6.371875117,119.6781294,104.2579333,6.243625025,119.7587413,104.2579333,6.276608917,119.7587413,104.2579333,6.214421402,119.7587413,104.2579333
42324,6.397966959,119.6781294,104.2579333,6.390525142,119.6781294,104.2579333,6.399246015,119.6781294,104.2579333,6.388932278,119.6781294,104.2579333,6.382825038,119.6781294,104.2579333,6.31682046,119.7587413,104.2579333,6.435023324,119.7194202,104.2579333,6.236284467,119.7587413,104.2579333,6.224368846,119.7587413,104.2579333,6.253191008,119.7587413,104.2579333,6.374424599,119.6781294,104.2579333,6.372910092,119.6781294,104.2579333,6.371657187,119.6781294,104.2579333,6.243413672,119.7587413,104.2579333,6.276396965,119.7587413,104.2579333,6.21421058,119.7587413,104.2579333
42401,7.413365418,119.6781294,104.2579333,7.405263533,119.6781294,104.2579333,7.414757922,119.6781294,104.2579333,7.403529388,119.6781294,104.2579333,7.396880453,119.6781294,104.2579333,7.32432559,119.7587413,104.2579333,7.467642814,119.7194202,104.2579333,7.236859801,119.7587413,104.2579333,7.223918889,119.7587413,104.2579333,7.255221081,119.7587413,104.2579333,7.387734921,119.6781294,104.2579333,7.386086081,119.6781294,104.2579333,7.384722048,119.6781294,104.2579333,7.244602446,119.7587413,104.2579333,7.280423817,119.7587413,104.2579333,7.212886545,119.7587413,104.2579333
42402,7.413365418,119.6781294,104.2579333,7.405263533,119.6781294,104.2579333,7.414757922,119.6781294,104.2579333,7.403529388,119.6781294,104.2579333,7.396880453,119.6781294,104.2579333,7.32432559,119.7587413,104.2579333,7.467642814,119.7194202,104.2579333,7.236859801,119.7587413,104.2579333,7.223918889,119.7587413,104.2579333,7.255221081,119.7587413,104.2579333,7.387734921,119.6781294,104.2579333,7.386086081,119.6781294,104.2579333,7.384722048,119.6781294,104.2579333,7.244602446,119.7587413,104.2579333,7.280423817,119.7587413,104.2579333,7.212886545,119.7587413,104.2579333
42403,7.413365418,119.6781294,104.2579333,7.405263533,119.6781294,104.2579333,7.414757922,119.6781294,104.2579333,7.403529388,119.6781294,104.2579333,7.396880453,119.6781294,104.2579333,7.32432559,119.7587413,104.2579333,7.467642814,119.7194202,104.2579333,7.236859801,119.7587413,104.2579333,7.223918889,119.7587413,104.2579333,7.255221081,119.7587413,104.2579333,7.387734921,119.6781294,104.2579333,7.386086081,119.6781294,104.2579333,7.384722048,119.6781294,104.2579333,7.244602446,119.7587413,104.2579333,7.280423817,119.7587413,104.2579333,7.212886545,119.7587413,104.2579333
42404,7.226088618,119.6781294,104.2579333,7.218108474,119.6781294,104.2579333,7.227460199,119.6781294,104.2579333,7.216400386,119.6781294,104.2579333,7.20985136,119.6781294,104.2579333,7.141975308,119.7587413,104.2579333,7.280747036,119.7194202,104.2579333,7.055763756,119.7587413,104.2579333,7.043008414,119.7587413,104.2579333,7.07386174,119.7587413,104.2579333,7.20084325,119.6781294,104.2579333,7.199219187,119.6781294,104.2579333,7.19787565,119.6781294,104.2579333,7.063395373,119.7587413,104.2579333,7.098703076,119.7587413,104.2579333,7.032134271,119.7587413,104.2579333
42405,7.22786147,119.6781294,104.2579333,7.219880173,119.6781294,104.2579333,7.229233248,119.6781294,104.2579333,7.218171838,119.6781294,104.2579333,7.211621867,119.6781294,104.2579333,7.143701523,119.7587413,104.2579333,7.282516281,119.7194202,104.2579333,7.057478098,119.7587413,104.2579333,7.044720998,119.7587413,104.2579333,7.075578574,119.7587413,104.2579333,7.202612456,119.6781294,104.2579333,7.200988158,119.6781294,104.2579333,7.199644427,119.6781294,104.2579333,7.065110766,119.7587413,104.2579333,7.100423331,119.7587413,104.2579333,7.033845358,119.7587413,104.2579333
42406,7.227582942,119.6781294,104.2579333,7.219601827,119.6781294,104.2579333,7.228954689,119.6781294,104.2579333,7.21789353,119.6781294,104.2579333,7.211343707,119.6781294,104.2579333,7.143430322,119.7587413,104.2579333,7.28223832,119.7194202,104.2579333,7.057208762,119.7587413,104.2579333,7.044451939,119.7587413,104.2579333,7.075308848,119.7587413,104.2579333,7.202334501,119.6781294,104.2579333,7.20071024,119.6781294,104.2579333,7.199366539,119.6781294,104.2579333,7.064841265,119.7587413,104.2579333,7.100153066,119.7587413,104.2579333,7.033576534,119.7587413,104.2579333
42407,7.211986348,119.6781294,104.2579333,7.204015371,119.6781294,104.2579333,7.213356353,119.6781294,104.2579333,7.202309245,119.6781294,104.2579333,7.195767743,119.6781294,104.2579333,7.118625157,119.7587413,104.2579333,7.256814829,119.7194202,104.2579333,7.032574211,119.7587413,104.2579333,7.019842631,119.7587413,104.2579333,7.05063848,119.7587413,104.2579333,7.186769981,119.6781294,104.2579333,7.185147783,119.6781294,104.2579333,7.183805789,119.6781294,104.2579333,7.040191611,119.7587413,104.2579333,7.075433538,119.7587413,104.2579333,7.008988746,119.7587413,104.2579333
42408,4.604450879,119.6781294,104.2579333,4.598174949,119.6781294,104.2579333,4.605529549,119.6781294,104.2579333,4.596831635,119.6781294,104.2579333,4.591681198,119.6781294,104.2579333,4.537578339,119.7587413,104.2579333,4.611429539,119.7194202,104.2579333,4.469280283,119.7587413,104.2579333,4.459175313,119.7587413,104.2579333,4.483617771,119.7587413,104.2579333,4.584596832,119.6781294,104.2579333,4.583319598,119.6781294,104.2579333,4.582262982,119.6781294,104.2579333,4.475326162,119.7587413,104.2579333,4.503297441,119.7587413,104.2579333,4.450560658,119.7587413,104.2579333
42409,3.917847152,119.6781294,104.2579333,3.912017554,119.6781294,104.2579333,3.918849109,119.6781294,104.2579333,3.910769773,119.6781294,104.2579333,3.905985625,119.6781294,104.2579333,3.862690648,119.7587413,104.2579333,3.919718736,119.7194202,104.2579333,3.799034588,119.7587413,104.2579333,3.78961642,119.7587413,104.2579333,3.812397604,119.7587413,104.2579333,3.899405085,119.6781294,104.2579333,3.898218685,119.6781294,104.2579333,3.897237214,119.6781294,104.2579333,3.804669548,119.7587413,104.2579333,3.830739712,119.7587413,104.2579333,3.781587275,119.7587413,104.2579333
42410,3.917847152,119.6781294,104.2579333,3.912017554,119.6781294,104.2579333,3.918849109,119.6781294,104.2579333,3.910769773,119.6781294,104.2579333,3.905985625,119.6781294,104.2579333,3.862690648,119.7587413,104.2579333,3.919718736,119.7194202,104.2579333,3.799034588,119.7587413,104.2579333,3.78961642,119.7587413,104.2579333,3.812397604,119.7587413,104.2579333,3.899405085,119.6781294,104.2579333,3.898218685,119.6781294,104.2579333,3.897237214,119.6781294,104.2579333,3.804669548,119.7587413,104.2579333,3.830739712,119.7587413,104.2579333,3.781587275,119.7587413,104.2579333
42411,3.917847152,119.6781294,104.2579333,3.912017554,119.6781294,104.2579333,3.918849109,119.6781294,104.2579333,3.910769773,119.6781294,104.2579333,3.905985625,119.6781294,104.2579333,3.862690648,119.7587413,104.2579333,3.919718736,119.7194202,104.2579333,3.799034588,119.7587413,104.2579333,3.78961642,119.7587413,104.2579333,3.812397604,119.7587413,104.2579333,3.899405085,119.6781294,104.2579333,3.898218685,119.6781294,104.2579333,3.897237214,119.6781294,104.2579333,3.804669548,119.7587413,104.2579333,3.830739712,119.7587413,104.2579333,3.781587275,119.7587413,104.2579333
42412,3.917847152,119.6781294,104.2579333,3.912017554,119.6781294,104.2579333,3.918849109,119.6781294,104.2579333,3.910769773,119.6781294,104.2579333,3.905985625,119.6781294,104.2579333,3.862690648,119.7587413,104.2579333,3.919718736,119.7194202,104.2579333,3.799034588,119.7587413,104.2579333,3.78961642,119.7587413,104.2579333,3.812397604,119.7587413,104.2579333,3.899405085,119.6781294,104.2579333,3.898218685,119.6781294,104.2579333,3.897237214,119.6781294,104.2579333,3.804669548,119.7587413,104.2579333,3.830739712,119.7587413,104.2579333,3.781587275,119.7587413,104.2579333
42413,3.917847152,119.6781294,104.2579333,3.912017554,119.6781294,104.2579333,3.918849109,119.6781294,104.2579333,3.910769773,119.6781294,104.2579333,3.905985625,119.6781294,104.2579333,3.862690648,119.7587413,104.2579333,3.919718736,119.7194202,104.2579333,3.799034588,119.7587413,104.2579333,3.78961642,119.7587413,104.2579333,3.812397604,119.7587413,104.2579333,3.899405085,119.6781294,104.2579333,3.898218685,119.6781294,104.2579333,3.897237214,119.6781294,104.2579333,3.804669548,119.7587413,104.2579333,3.830739712,119.7587413,104.2579333,3.781587275,119.7587413,104.2579333
42414,3.917847152,119.6781294,104.2579333,3.912017554,119.6781294,104.2579333,3.918849109,119.6781294,104.2579333,3.910769773,119.6781294,104.2579333,3.905985625,119.6781294,104.2579333,3.862690648,119.7587413,104.2579333,3.919718736,119.7194202,104.2579333,3.799034588,119.7587413,104.2579333,3.78961642,119.7587413,104.2579333,3.812397604,119.7587413,104.2579333,3.899405085,119.6781294,104.2579333,3.898218685,119.6781294,104.2579333,3.897237214,119.6781294,104.2579333,3.804669548,119.7587413,104.2579333,3.830739712,119.7587413,104.2579333,3.781587275,119.7587413,104.2579333
42415,3.917847152,119.6781294,104.2579333,3.912017554,119.6781294,104.2579333,3.918849109,119.6781294,104.2579333,3.910769773,119.6781294,104.2579333,3.905985625,119.6781294,104.2579333,3.862690648,119.7587413,104.2579333,3.919718736,119.7194202,104.2579333,3.799034588,119.7587413,104.2579333,3.78961642,119.7587413,104.2579333,3.812397604,119.7587413,104.2579333,3.899405085,119.6781294,104.2579333,3.898218685,119.6781294,104.2579333,3.897237214,119.6781294,104.2579333,3.804669548,119.7587413,104.2579333,3.830739712,119.7587413,104.2579333,3.781587275,119.7587413,104.2579333
42416,3.917847152,119.6781294,104.2579333,3.912017554,119.6781294,104.2579333,3.918849109,119.6781294,104.2579333,3.910769773,119.6781294,104.2579333,3.905985625,119.6781294,104.2579333,3.862690648,119.7587413,104.2579333,3.919718736,119.7194202,104.2579333,3.799034588,119.7587413,104.2579333,3.78961642,119.7587413,104.2579333,3.812397604,119.7587413,104.2579333,3.899405085,119.6781294,104.2579333,3.898218685,119.6781294,104.2579333,3.897237214,119.6781294,104.2579333,3.804669548,119.7587413,104.2579333,3.830739712,119.7587413,104.2579333,3.781587275,119.7587413,104.2579333
42417,3.917847152,119.6781294,104.2579333,3.912017554,119.6781294,104.2579333,3.918849109,119.6781294,104.2579333,3.910769773,119.6781294,104.2579333,3.905985625,119.6781294,104.2579333,3.862690648,119.7587413,104.2579333,3.919718736,119.7194202,104.2579333,3.799034588,119.7587413,104.2579333,3.78961642,119.7587413,104.2579333,3.812397604,119.7587413,104.2579333,3.899405085,119.6781294,104.2579333,3.898218685,119.6781294,104.2579333,3.897237214,119.6781294,104.2579333,3.804669548,119.7587413,104.2579333,3.830739712,119.7587413,104.2579333,3.781587275,119.7587413,104.2579333
42418,4.962894049,119.6781294,104.2579333,4.956385111,119.6781294,104.2579333,4.964012767,119.6781294,104.2579333,4.954991923,119.6781294,104.2579333,4.949650264,119.6781294,104.2579333,4.726176969,119.7587413,104.2579333,4.804729419,119.7194202,104.2579333,4.656581699,119.7587413,104.2579333,4.646284801,119.7587413,104.2579333,4.671191505,119.7587413,104.2579333,4.942302874,119.6781294,104.2579333,4.94097822,119.6781294,104.2579333,4.939882375,119.6781294,104.2579333,4.66274241,119.7587413,104.2579333,4.69124496,119.7587413,104.2579333,4.637506524,119.7587413,104.2579333
42419,6.399826298,119.6781294,104.2579333,6.392383271,119.6781294,104.2579333,6.401105562,119.6781294,104.2579333,6.390790149,119.6781294,104.2579333,6.384681917,119.6781294,104.2579333,6.312147742,119.7587413,104.2579333,6.430234127,119.7194202,104.2579333,6.231643888,119.7587413,104.2579333,6.219733023,119.7587413,104.2579333,6.248543682,119.7587413,104.2579333,6.376280114,119.6781294,104.2579333,6.374765361,119.6781294,104.2579333,6.373512253,119.6781294,104.2579333,6.238770249,119.7587413,104.2579333,6.271740379,119.7587413,104.2579333,6.20957881,119.7587413,104.2579333
42420,6.399826298,119.6781294,104.2579333,6.392383271,119.6781294,104.2579333,6.401105562,119.6781294,104.2579333,6.390790149,119.6781294,104.2579333,6.384681917,119.6781294,104.2579333,6.312147742,119.7587413,104.2579333,6.430234127,119.7194202,104.2579333,6.231643888,119.7587413,104.2579333,6.219733023,119.7587413,104.2579333,6.248543682,119.7587413,104.2579333,6.376280114,119.6781294,104.2579333,6.374765361,119.6781294,104.2579333,6.373512253,119.6781294,104.2579333,6.238770249,119.7587413,104.2579333,6.271740379,119.7587413,104.2579333,6.20957881,119.7587413,104.2579333
42421,6.399826298,119.6781294,104.2579333,6.392383271,119.6781294,104.2579333,6.401105562,119.6781294,104.2579333,6.390790149,119.6781294,104.2579333,6.384681917,119.6781294,104.2579333,6.312147742,119.7587413,104.2579333,6.430234127,119.7194202,104.2579333,6.231643888,119.7587413,104.2579333,6.219733023,119.7587413,104.2579333,6.248543682,119.7587413,104.2579333,6.376280114,119.6781294,104.2579333,6.374765361,119.6781294,104.2579333,6.373512253,119.6781294,104.2579333,6.238770249,119.7587413,104.2579333,6.271740379,119.7587413,104.2579333,6.20957881,119.7587413,104.2579333
42422,6.399826298,119.6781294,104.2579333,6.392383271,119.6781294,104.2579333,6.401105562,119.6781294,104.2579333,6.390790149,119.6781294,104.2579333,6.384681917,119.6781294,104.2579333,6.312147742,119.7587413,104.2579333,6.430234127,119.7194202,104.2579333,6.231643888,119.7587413,104.2579333,6.219733023,119.7587413,104.2579333,6.248543682,119.7587413,104.2579333,6.376280114,119.6781294,104.2579333,6.374765361,119.6781294,104.2579333,6.373512253,119.6781294,104.2579333,6.238770249,119.7587413,104.2579333,6.271740379,119.7587413,104.2579333,6.20957881,119.7587413,104.2579333
42423,6.399826298,119.6781294,104.2579333,6.392383271,119.6781294,104.2579333,6.401105562,119.6781294,104.2579333,6.390790149,119.6781294,104.2579333,6.384681917,119.6781294,104.2579333,6.312147742,119.7587413,104.2579333,6.430234127,119.7194202,104.2579333,6.231643888,119.7587413,104.2579333,6.219733023,119.7587413,104.2579333,6.248543682,119.7587413,104.2579333,6.376280114,119.6781294,104.2579333,6.374765361,119.6781294,104.2579333,6.373512253,119.6781294,104.2579333,6.238770249,119.7587413,104.2579333,6.271740379,119.7587413,104.2579333,6.20957881,119.7587413,104.2579333
42424,6.399826298,119.6781294,104.2579333,6.392383271,119.6781294,104.2579333,6.401105562,119.6781294,104.2579333,6.390790149,119.6781294,104.2579333,6.384681917,119.6781294,104.2579333,6.312147742,119.7587413,104.2579333,6.430234127,119.7194202,104.2579333,6.231643888,119.7587413,104.2579333,6.219733023,119.7587413,104.2579333,6.248543682,119.7587413,104.2579333,6.376280114,119.6781294,104.2579333,6.374765361,119.6781294,104.2579333,6.373512253,119.6781294,104.2579333,6.238770249,119.7587413,104.2579333,6.271740379,119.7587413,104.2579333,6.20957881,119.7587413,104.2579333
42501,6.451608507,119.6781294,104.2579333,6.444131819,119.6781294,104.2579333,6.452893556,119.6781294,104.2579333,6.442531492,119.6781294,104.2579333,6.436395635,119.6781294,104.2579333,6.36398174,119.7587413,104.2579333,6.483360206,119.7194202,104.2579333,6.283121363,119.7587413,104.2579333,6.271157748,119.7587413,104.2579333,6.300096001,119.7587413,104.2579333,6.427955835,119.6781294,104.2579333,6.426434231,119.6781294,104.2579333,6.425175456,119.6781294,104.2579333,6.290279284,119.7587413,104.2579333,6.323395427,119.7587413,104.2579333,6.260958567,119.7587413,104.2579333
42502,6.451608507,119.6781294,104.2579333,6.444131819,119.6781294,104.2579333,6.452893556,119.6781294,104.2579333,6.442531492,119.6781294,104.2579333,6.436395635,119.6781294,104.2579333,6.36398174,119.7587413,104.2579333,6.483360206,119.7194202,104.2579333,6.283121363,119.7587413,104.2579333,6.271157748,119.7587413,104.2579333,6.300096001,119.7587413,104.2579333,6.427955835,119.6781294,104.2579333,6.426434231,119.6781294,104.2579333,6.425175456,119.6781294,104.2579333,6.290279284,119.7587413,104.2579333,6.323395427,119.7587413,104.2579333,6.260958567,119.7587413,104.2579333
42503,6.451608507,119.6781294,104.2579333,6.444131819,119.6781294,104.2579333,6.452893556,119.6781294,104.2579333,6.442531492,119.6781294,104.2579333,6.436395635,119.6781294,104.2579333,6.36398174,119.7587413,104.2579333,6.483360206,119.7194202,104.2579333,6.283121363,119.7587413,104.2579333,6.271157748,119.7587413,104.2579333,6.300096001,119.7587413,104.2579333,6.427955835,119.6781294,104.2579333,6.426434231,119.6781294,104.2579333,6.425175456,119.6781294,104.2579333,6.290279284,119.7587413,104.2579333,6.323395427,119.7587413,104.2579333,6.260958567,119.7587413,104.2579333
42504,6.451608507,119.6781294,104.2579333,6.444131819,119.6781294,104.2579333,6.452893556,119.6781294,104.2579333,6.442531492,119.6781294,104.2579333,6.436395635,119.6781294,104.2579333,6.36398174,119.7587413,104.2579333,6.483360206,119.7194202,104.2579333,6.283121363,119.7587413,104.2579333,6.271157748,119.7587413,104.2579333,6.300096001,119.7587413,104.2579333,6.427955835,119.6781294,104.2579333,6.426434231,119.6781294,104.2579333,6.425175456,119.6781294,104.2579333,6.290279284,119.7587413,104.2579333,6.323395427,119.7587413,104.2579333,6.260958567,119.7587413,104.2579333
42505,6.451608507,119.6781294,104.2579333,6.444131819,119.6781294,104.2579333,6.452893556,119.6781294,104.2579333,6.442531492,119.6781294,104.2579333,6.436395635,119.6781294,104.2579333,6.36398174,119.7587413,104.2579333,6.483360206,119.7194202,104.2579333,6.283121363,119.7587413,104.2579333,6.271157748,119.7587413,104.2579333,6.300096001,119.7587413,104.2579333,6.427955835,119.6781294,104.2579333,6.426434231,119.6781294,104.2579333,6.425175456,119.6781294,104.2579333,6.290279284,119.7587413,104.2579333,6.323395427,119.7587413,104.2579333,6.260958567,119.7587413,104.2579333
42506,6.451608507,119.6781294,104.2579333,6.444131819,119.6781294,104.2579333,6.452893556,119.6781294,104.2579333,6.442531492,119.6781294,104.2579333,6.436395635,119.6781294,104.2579333,6.36398174,119.7587413,104.2579333,6.483360206,119.7194202,104.2579333,6.283121363,119.7587413,104.2579333,6.271157748,119.7587413,104.2579333,6.300096001,119.7587413,104.2579333,6.427955835,119.6781294,104.2579333,6.426434231,119.6781294,104.2579333,6.425175456,119.6781294,104.2579333,6.290279284,119.7587413,104.2579333,6.323395427,119.7587413,104.2579333,6.260958567,119.7587413,104.2579333
42507,6.574388276,119.6781294,104.2579333,6.566831774,119.6781294,104.2579333,6.575687043,119.6781294,104.2579333,6.565214363,119.6781294,104.2579333,6.559013006,119.6781294,104.2579333,6.473402599,119.7587413,104.2579333,6.595508629,119.7194202,104.2579333,6.391789607,119.7587413,104.2579333,6.37971464,119.7587413,104.2579333,6.408922237,119.7587413,104.2579333,6.550483111,119.6781294,104.2579333,6.548945264,119.6781294,104.2579333,6.547673051,119.6781294,104.2579333,6.399014151,119.7587413,104.2579333,6.432438526,119.7587413,104.2579333,6.369420528,119.7587413,104.2579333
42508,4.027955507,119.6781294,104.2579333,4.022054332,119.6781294,104.2579333,4.028969767,119.6781294,104.2579333,4.020791231,119.6781294,104.2579333,4.015948343,119.6781294,104.2579333,3.947330585,119.7587413,104.2579333,4.006468515,119.7194202,104.2579333,3.883092356,119.7587413,104.2579333,3.873588054,119.7587413,104.2579333,3.896577584,119.7587413,104.2579333,4.009287006,119.6781294,104.2579333,4.008086039,119.6781294,104.2579333,4.007092517,119.6781294,104.2579333,3.888778851,119.7587413,104.2579333,3.91508744,119.7587413,104.2579333,3.865485478,119.7587413,104.2579333
42509,3.917857534,119.6781294,104.2579333,3.91202793,119.6781294,104.2579333,3.918859493,119.6781294,104.2579333,3.910780148,119.6781294,104.2579333,3.905995994,119.6781294,104.2579333,3.862700865,119.7587413,104.2579333,3.919729206,119.7194202,104.2579333,3.799044734,119.7587413,104.2579333,3.789626556,119.7587413,104.2579333,3.812407765,119.7587413,104.2579333,3.899415446,119.6781294,104.2579333,3.898229045,119.6781294,104.2579333,3.897247573,119.6781294,104.2579333,3.8046797,119.7587413,104.2579333,3.830749893,119.7587413,104.2579333,3.781597401,119.7587413,104.2579333
42510,3.917847152,119.6781294,104.2579333,3.912017554,119.6781294,104.2579333,3.918849109,119.6781294,104.2579333,3.910769773,119.6781294,104.2579333,3.905985625,119.6781294,104.2579333,3.862690648,119.7587413,104.2579333,3.919718736,119.7194202,104.2579333,3.799034588,119.7587413,104.2579333,3.78961642,119.7587413,104.2579333,3.812397604,119.7587413,104.2579333,3.899405085,119.6781294,104.2579333,3.898218685,119.6781294,104.2579333,3.897237214,119.6781294,104.2579333,3.804669548,119.7587413,104.2579333,3.830739712,119.7587413,104.2579333,3.781587275,119.7587413,104.2579333
42511,3.917857534,119.6781294,104.2579333,3.91202793,119.6781294,104.2579333,3.918859493,119.6781294,104.2579333,3.910780148,119.6781294,104.2579333,3.905995994,119.6781294,104.2579333,3.862700865,119.7587413,104.2579333,3.919729206,119.7194202,104.2579333,3.799044734,119.7587413,104.2579333,3.789626556,119.7587413,104.2579333,3.812407765,119.7587413,104.2579333,3.899415446,119.6781294,104.2579333,3.898229045,119.6781294,104.2579333,3.897247573,119.6781294,104.2579333,3.8046797,119.7587413,104.2579333,3.830749893,119.7587413,104.2579333,3.781597401,119.7587413,104.2579333
