; MoDaHr,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV
; Fuel=,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; CZ=,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16
40520,6.651383924,114.1455033,102.7602354,6.654537111,114.1455033,102.7602354,14.90700267,114.1455033,102.7602354,6.645118492,114.1455033,102.7602354,6.653811142,114.1455033,102.7602354,6.67003025,114.166427,102.7602354,6.196499232,114.1837217,102.7602354,6.654197216,114.166427,102.7602354,6.654510117,114.166427,102.7602354,6.652926675,114.166427,102.7602354,6.645768669,114.1455033,102.7602354,6.646820605,114.1455033,102.7602354,6.641265432,114.1455033,102.7602354,6.647700331,114.166427,102.7602354,6.639051177,114.166427,102.7602354,6.681755052,114.166427,102.7602354
40521,6.652125542,114.1455033,102.7602354,6.655278877,114.1455033,102.7602354,10.04938515,114.1455033,102.7602354,6.645859818,114.1455033,102.7602354,6.654552873,114.1455033,102.7602354,6.670195512,114.166427,102.7602354,6.196655092,114.1837217,102.7602354,6.654362307,114.166427,102.7602354,6.654675212,114.166427,102.7602354,6.653091752,114.166427,102.7602354,6.646510025,114.1455033,102.7602354,6.64756201,114.1455033,102.7602354,6.642006577,114.1455033,102.7602354,6.647865352,114.166427,102.7602354,6.639216104,114.166427,102.7602354,6.681920442,114.166427,102.7602354
40522,6.653179078,114.1455033,102.7602354,6.656332622,114.1455033,102.7602354,6.655162638,114.1455033,102.7602354,6.646912938,114.1455033,102.7602354,6.655606571,114.1455033,102.7602354,6.670344515,114.166427,102.7602354,6.196795617,114.1837217,102.7602354,6.654511155,114.166427,102.7602354,6.654824063,114.166427,102.7602354,6.653240588,114.166427,102.7602354,6.647563188,114.1455033,102.7602354,6.648615244,114.1455033,102.7602354,6.643059443,114.1455033,102.7602354,6.648014137,114.166427,102.7602354,6.639364805,114.166427,102.7602354,6.682069559,114.166427,102.7602354
40523,6.684448798,114.1455033,102.7602354,6.687608548,114.1455033,102.7602354,6.686436262,114.1455033,102.7602354,6.678170325,114.1455033,102.7602354,6.686881068,114.1455033,102.7602354,6.675746612,114.166427,102.7602354,6.201890352,114.1837217,102.7602354,6.65990765,114.166427,102.7602354,6.660220669,114.166427,102.7602354,6.658636634,114.166427,102.7602354,6.678821855,114.1455033,102.7602354,6.679875981,114.1455033,102.7602354,6.674309245,114.1455033,102.7602354,6.653408333,114.166427,102.7602354,6.644755941,114.166427,102.7602354,6.687475804,114.166427,102.7602354
40524,6.669321162,114.1455033,102.7602354,6.67247791,114.1455033,102.7602354,6.671306738,114.1455033,102.7602354,6.663048656,114.1455033,102.7602354,6.671751121,114.1455033,102.7602354,6.673078224,114.166427,102.7602354,6.199373787,114.1837217,102.7602354,6.65724203,114.166427,102.7602354,6.657554993,114.166427,102.7602354,6.655971235,114.166427,102.7602354,6.663699567,114.1455033,102.7602354,6.664752691,114.1455033,102.7602354,6.659191245,114.1455033,102.7602354,6.650743848,114.166427,102.7602354,6.642092967,114.166427,102.7602354,6.684805367,114.166427,102.7602354
40601,6.560162019,114.1455033,102.7602354,6.5632971,114.1455033,102.7602354,6.562133966,114.1455033,102.7602354,6.553932565,114.1455033,102.7602354,6.562575299,114.1455033,102.7602354,6.561374691,114.166427,102.7602354,6.094025811,114.1837217,102.7602354,6.545654332,114.166427,102.7602354,6.545965006,114.166427,102.7602354,6.544392833,114.166427,102.7602354,6.554579008,114.1455033,102.7602354,6.555624904,114.1455033,102.7602354,6.550101629,114.1455033,102.7602354,6.539203682,114.166427,102.7602354,6.530616079,114.166427,102.7602354,6.573016054,114.166427,102.7602354
40602,6.559641099,114.1455033,102.7602354,6.562776076,114.1455033,102.7602354,6.561612981,114.1455033,102.7602354,6.55341185,114.1455033,102.7602354,6.5620543,114.1455033,102.7602354,6.561350114,114.166427,102.7602354,6.094002632,114.1837217,102.7602354,6.54562978,114.166427,102.7602354,6.545940454,114.166427,102.7602354,6.544368283,114.166427,102.7602354,6.554058272,114.1455033,102.7602354,6.555104133,114.1455033,102.7602354,6.549581041,114.1455033,102.7602354,6.539179141,114.166427,102.7602354,6.530591552,114.166427,102.7602354,6.572991459,114.166427,102.7602354
40603,6.559524407,114.1455033,102.7602354,6.562659362,114.1455033,102.7602354,6.561496275,114.1455033,102.7602354,6.553295205,114.1455033,102.7602354,6.561937591,114.1455033,102.7602354,6.561348957,114.166427,102.7602354,6.094001541,114.1837217,102.7602354,6.545628624,114.166427,102.7602354,6.545939298,114.166427,102.7602354,6.544367127,114.166427,102.7602354,6.553941622,114.1455033,102.7602354,6.554987476,114.1455033,102.7602354,6.549464424,114.1455033,102.7602354,6.539177985,114.166427,102.7602354,6.530590397,114.166427,102.7602354,6.5729903,114.166427,102.7602354
40604,6.558327222,114.1455033,102.7602354,6.561461939,114.1455033,102.7602354,6.56029894,114.1455033,102.7602354,6.552098491,114.1455033,102.7602354,6.560740222,114.1455033,102.7602354,6.560835526,114.166427,102.7602354,6.093517322,114.1837217,102.7602354,6.545115726,114.166427,102.7602354,6.545426389,114.166427,102.7602354,6.543854271,114.166427,102.7602354,6.552744859,114.1455033,102.7602354,6.553790634,114.1455033,102.7602354,6.548268001,114.1455033,102.7602354,6.538665305,114.166427,102.7602354,6.530078008,114.166427,102.7602354,6.572476475,114.166427,102.7602354
40605,6.559805169,114.1455033,102.7602354,6.562940179,114.1455033,102.7602354,6.561777072,114.1455033,102.7602354,6.553575856,114.1455033,102.7602354,6.562218395,114.1455033,102.7602354,6.561271561,114.166427,102.7602354,6.093928549,114.1837217,102.7602354,6.545551309,114.166427,102.7602354,6.545861981,114.166427,102.7602354,6.544289818,114.166427,102.7602354,6.554222284,114.1455033,102.7602354,6.555268157,114.1455033,102.7602354,6.549745007,114.1455033,102.7602354,6.539100703,114.166427,102.7602354,6.530513158,114.166427,102.7602354,6.572912846,114.166427,102.7602354
40606,6.560508981,114.1455033,102.7602354,6.563644131,114.1455033,102.7602354,6.562480972,114.1455033,102.7602354,6.55427939,114.1455033,102.7602354,6.562922315,114.1455033,102.7602354,6.561440261,114.166427,102.7602354,6.09408765,114.1837217,102.7602354,6.545719834,114.166427,102.7602354,6.546030509,114.166427,102.7602354,6.544458329,114.166427,102.7602354,6.554925848,114.1455033,102.7602354,6.555971767,114.1455033,102.7602354,6.550448371,114.1455033,102.7602354,6.539269156,114.166427,102.7602354,6.530681516,114.166427,102.7602354,6.573081675,114.166427,102.7602354
40607,6.560685294,114.1455033,102.7602354,6.563820479,114.1455033,102.7602354,6.562657307,114.1455033,102.7602354,6.554455634,114.1455033,102.7602354,6.563098655,114.1455033,102.7602354,6.529809545,114.166427,102.7602354,6.064256616,114.1837217,102.7602354,6.514121919,114.166427,102.7602354,6.514431946,114.166427,102.7602354,6.512863046,114.166427,102.7602354,6.555102098,114.1455033,102.7602354,6.556148029,114.1455033,102.7602354,6.550624572,114.1455033,102.7602354,6.5076847,114.166427,102.7602354,6.499114978,114.166427,102.7602354,6.541426669,114.166427,102.7602354
40608,6.560949707,114.1455033,102.7602354,6.564084944,114.1455033,102.7602354,6.562921752,114.1455033,102.7602354,6.554719942,114.1455033,102.7602354,6.563363108,114.1455033,102.7602354,6.000104332,114.166427,102.7602354,5.564689855,114.1837217,102.7602354,5.984966004,114.166427,102.7602354,5.985265176,114.166427,102.7602354,5.983751211,114.166427,102.7602354,6.555366417,114.1455033,102.7602354,6.556412365,114.1455033,102.7602354,6.550888816,114.1455033,102.7602354,5.978754184,114.166427,102.7602354,5.970484529,114.166427,102.7602354,6.011314684,114.166427,102.7602354
40609,6.573870016,114.1455033,102.7602354,6.577007818,114.1455033,102.7602354,6.575843674,114.1455033,102.7602354,6.567635155,114.1455033,102.7602354,6.57628539,114.1455033,102.7602354,5.915532439,114.166427,102.7602354,5.484929819,114.1837217,102.7602354,5.900481812,114.166427,102.7602354,5.90077925,114.166427,102.7602354,5.899274056,114.166427,102.7602354,6.568282159,114.1455033,102.7602354,6.569328963,114.1455033,102.7602354,6.563800895,114.1455033,102.7602354,5.894305978,114.166427,102.7602354,5.886084231,114.166427,102.7602354,5.926677847,114.166427,102.7602354
40610,6.499071499,114.1455033,102.7602354,6.502194455,114.1455033,102.7602354,6.501035819,114.1455033,102.7602354,6.492866139,114.1455033,102.7602354,6.501475446,114.1455033,102.7602354,5.916318554,114.166427,102.7602354,5.485671207,114.1837217,102.7602354,5.901267111,114.166427,102.7602354,5.901564566,114.166427,102.7602354,5.90005929,114.166427,102.7602354,6.493510082,114.1455033,102.7602354,6.494551933,114.1455033,102.7602354,6.489050021,114.1455033,102.7602354,5.895090943,114.166427,102.7602354,5.886868751,114.166427,102.7602354,5.927464566,114.166427,102.7602354
40611,6.497458262,114.1455033,102.7602354,6.500580897,114.1455033,102.7602354,6.49942238,114.1455033,102.7602354,6.491253537,114.1455033,102.7602354,6.499861962,114.1455033,102.7602354,5.91858902,114.166427,102.7602354,5.487812492,114.1837217,102.7602354,5.903535224,114.166427,102.7602354,5.903832725,114.166427,102.7602354,5.902327214,114.166427,102.7602354,6.491897414,114.1455033,102.7602354,6.492939158,114.1455033,102.7602354,6.487437811,114.1455033,102.7602354,5.897358089,114.166427,102.7602354,5.889134611,114.166427,102.7602354,5.929736776,114.166427,102.7602354
40612,6.387211795,114.1455033,102.7602354,6.390312548,114.1455033,102.7602354,6.38916215,114.1455033,102.7602354,6.381050552,114.1455033,102.7602354,6.389598651,114.1455033,102.7602354,5.898957914,114.166427,102.7602354,5.46929833,114.1837217,102.7602354,5.883924475,114.166427,102.7602354,5.884221574,114.166427,102.7602354,5.882718098,114.166427,102.7602354,6.381689917,114.1455033,102.7602354,6.382724361,114.1455033,102.7602354,6.377261565,114.1455033,102.7602354,5.877755693,114.166427,102.7602354,5.869543336,114.166427,102.7602354,5.910090594,114.166427,102.7602354
40613,6.375802099,114.1455033,102.7602354,6.378900588,114.1455033,102.7602354,6.37775103,114.1455033,102.7602354,6.369645356,114.1455033,102.7602354,6.378187212,114.1455033,102.7602354,5.894689744,114.166427,102.7602354,5.465273004,114.1837217,102.7602354,5.87966073,114.166427,102.7602354,5.879957742,114.166427,102.7602354,5.878454709,114.166427,102.7602354,6.370284254,114.1455033,102.7602354,6.371317942,114.1455033,102.7602354,6.365859136,114.1455033,102.7602354,5.873493765,114.166427,102.7602354,5.865283826,114.166427,102.7602354,5.905819146,114.166427,102.7602354
40614,6.392278968,114.1455033,102.7602354,6.395380727,114.1455033,102.7602354,6.394229955,114.1455033,102.7602354,6.386115726,114.1455033,102.7602354,6.394666598,114.1455033,102.7602354,5.90440935,114.166427,102.7602354,5.474439597,114.1837217,102.7602354,5.889370257,114.166427,102.7602354,5.889667468,114.166427,102.7602354,5.888163427,114.166427,102.7602354,6.386755298,114.1455033,102.7602354,6.387790078,114.1455033,102.7602354,6.38232551,114.1455033,102.7602354,5.883199156,114.166427,102.7602354,5.874983711,114.166427,102.7602354,5.915546216,114.166427,102.7602354
40615,6.404669139,114.1455033,102.7602354,6.407773357,114.1455033,102.7602354,6.406621673,114.1455033,102.7602354,6.39850101,114.1455033,102.7602354,6.407058662,114.1455033,102.7602354,5.891215316,114.166427,102.7602354,5.461996259,114.1837217,102.7602354,5.876189905,114.166427,102.7602354,5.876486846,114.166427,102.7602354,5.874984173,114.166427,102.7602354,6.399141089,114.1455033,102.7602354,6.400176689,114.1455033,102.7602354,6.394707789,114.1455033,102.7602354,5.870024419,114.166427,102.7602354,5.861816447,114.166427,102.7602354,5.90234205,114.166427,102.7602354
40616,6.345261939,114.1455033,102.7602354,6.348354365,114.1455033,102.7602354,6.347207056,114.1455033,102.7602354,6.33911724,114.1455033,102.7602354,6.347642385,114.1455033,102.7602354,5.904065185,114.166427,102.7602354,5.474115014,114.1837217,102.7602354,5.88902645,114.166427,102.7602354,5.889323653,114.166427,102.7602354,5.887819648,114.166427,102.7602354,6.339754888,114.1455033,102.7602354,6.340786554,114.1455033,102.7602354,6.335338427,114.1455033,102.7602354,5.882855495,114.166427,102.7602354,5.874640245,114.166427,102.7602354,5.915201788,114.166427,102.7602354
40617,6.380850184,114.1455033,102.7602354,6.383949674,114.1455033,102.7602354,6.382799745,114.1455033,102.7602354,6.37469145,114.1455033,102.7602354,6.383236068,114.1455033,102.7602354,6.01477368,114.166427,102.7602354,5.578524566,114.1837217,102.7602354,5.99962014,114.166427,102.7602354,5.999919613,114.166427,102.7602354,5.998404126,114.166427,102.7602354,6.375330554,114.1455033,102.7602354,6.376364577,114.1455033,102.7602354,6.370904005,114.1455033,102.7602354,5.993402078,114.166427,102.7602354,5.985124113,114.166427,102.7602354,6.025995297,114.166427,102.7602354
40618,6.560023722,114.1455033,102.7602354,6.563158775,114.1455033,102.7602354,6.561995651,114.1455033,102.7602354,6.553794322,114.1455033,102.7602354,6.562436981,114.1455033,102.7602354,6.561155404,114.166427,102.7602354,6.093819001,114.1837217,102.7602354,6.545435272,114.166427,102.7602354,6.545745942,114.166427,102.7602354,6.544173792,114.166427,102.7602354,6.554440759,114.1455033,102.7602354,6.555486646,114.1455033,102.7602354,6.54996342,114.1455033,102.7602354,6.538984716,114.166427,102.7602354,6.530397237,114.166427,102.7602354,6.572796599,114.166427,102.7602354
40619,24.77899396,114.1455033,102.7602354,14.72790547,114.1455033,102.7602354,9.210349067,114.1455033,102.7602354,6.553818948,114.1455033,102.7602354,6.562461621,114.1455033,102.7602354,6.561168329,114.166427,102.7602354,6.09383119,114.1837217,102.7602354,6.545448184,114.166427,102.7602354,6.545758854,114.166427,102.7602354,6.544186702,114.166427,102.7602354,6.554465387,114.1455033,102.7602354,6.555511275,114.1455033,102.7602354,6.549988041,114.1455033,102.7602354,6.538997621,114.166427,102.7602354,6.530410135,114.166427,102.7602354,6.572809534,114.166427,102.7602354
40620,18.12251217,114.1455033,102.7602354,9.817187107,114.1455033,102.7602354,12.07637476,114.1455033,102.7602354,6.553292104,114.1455033,102.7602354,6.561934488,114.1455033,102.7602354,9.813598898,114.166427,102.7602354,6.09377759,114.1837217,102.7602354,6.545391409,114.166427,102.7602354,6.545702078,114.166427,102.7602354,6.544129932,114.166427,102.7602354,6.553938521,114.1455033,102.7602354,6.554984374,114.1455033,102.7602354,6.549461324,114.1455033,102.7602354,6.538940871,114.166427,102.7602354,6.530353417,114.166427,102.7602354,6.572752657,114.166427,102.7602354
40621,17.78753537,114.1455033,102.7602354,6.563863805,114.1455033,102.7602354,6.562700629,114.1455033,102.7602354,6.554498933,114.1455033,102.7602354,6.563141978,114.1455033,102.7602354,12.30433561,114.166427,102.7602354,6.093984527,114.1837217,102.7602354,6.545610603,114.166427,102.7602354,6.545921277,114.166427,102.7602354,6.544349108,114.166427,102.7602354,6.5551454,114.1455033,102.7602354,6.556191333,114.1455033,102.7602354,6.550667861,114.1455033,102.7602354,6.539159972,114.166427,102.7602354,6.530572394,114.166427,102.7602354,6.572972247,114.166427,102.7602354
40622,10.90778245,114.1455033,102.7602354,6.564556979,114.1455033,102.7602354,6.563393752,114.1455033,102.7602354,6.555191697,114.1455033,102.7602354,6.563835121,114.1455033,102.7602354,6.561443689,114.166427,102.7602354,6.094090883,114.1837217,102.7602354,6.545723258,114.166427,102.7602354,6.546033934,114.166427,102.7602354,6.544461754,114.166427,102.7602354,6.555838191,114.1455033,102.7602354,6.556884171,114.1455033,102.7602354,6.551360456,114.1455033,102.7602354,6.539272579,114.166427,102.7602354,6.530684937,114.166427,102.7602354,6.573085106,114.166427,102.7602354
40623,6.599018107,114.1455033,102.7602354,6.602160901,114.1455033,102.7602354,6.600994905,114.1455033,102.7602354,6.592773328,114.1455033,102.7602354,6.601437325,114.1455033,102.7602354,6.567210035,114.166427,102.7602354,6.099529144,114.1837217,102.7602354,6.551483625,114.166427,102.7602354,6.551794419,114.166427,102.7602354,6.55022164,114.166427,102.7602354,6.593421362,114.1455033,102.7602354,6.594469831,114.1455033,102.7602354,6.588932969,114.1455033,102.7602354,6.545030492,114.166427,102.7602354,6.536439583,114.166427,102.7602354,6.57885588,114.166427,102.7602354
40624,6.562456472,114.1455033,102.7602354,6.565592008,114.1455033,102.7602354,6.564428705,114.1455033,102.7602354,6.556226113,114.1455033,102.7602354,6.564870103,114.1455033,102.7602354,6.562009766,114.166427,102.7602354,6.094624753,114.1837217,102.7602354,6.546288749,114.166427,102.7602354,6.546599436,114.166427,102.7602354,6.545027197,114.166427,102.7602354,6.55687265,114.1455033,102.7602354,6.557918698,114.1455033,102.7602354,6.552394621,114.1455033,102.7602354,6.539837828,114.166427,102.7602354,6.531249866,114.166427,102.7602354,6.573651618,114.166427,102.7602354
40701,5.93190149,114.1455033,102.7602354,5.93491187,114.1455033,102.7602354,5.933795001,114.1455033,102.7602354,5.925919819,114.1455033,102.7602354,5.934218779,114.1455033,102.7602354,6.218779278,114.166427,102.7602354,5.77092293,114.1837217,102.7602354,6.203414187,114.166427,102.7602354,6.203717841,114.166427,102.7602354,6.202181197,114.166427,102.7602354,5.926540549,114.1455033,102.7602354,5.927544844,114.1455033,102.7602354,5.922241264,114.1455033,102.7602354,6.197109317,114.166427,102.7602354,6.188715787,114.166427,102.7602354,6.230157556,114.166427,102.7602354
40702,5.927998452,114.1455033,102.7602354,5.931008057,114.1455033,102.7602354,5.929891475,114.1455033,102.7602354,5.92201832,114.1455033,102.7602354,5.930315145,114.1455033,102.7602354,6.21853328,114.166427,102.7602354,5.770690928,114.1837217,102.7602354,6.203168444,114.166427,102.7602354,6.203472092,114.166427,102.7602354,6.201935474,114.166427,102.7602354,5.922638891,114.1455033,102.7602354,5.923642927,114.1455033,102.7602354,5.918340712,114.1455033,102.7602354,6.196863679,114.166427,102.7602354,6.188470288,114.166427,102.7602354,6.229911369,114.166427,102.7602354
40703,5.850275301,114.1455033,102.7602354,5.853269479,114.1455033,102.7602354,5.852158621,114.1455033,102.7602354,5.844325823,114.1455033,102.7602354,5.852580119,114.1455033,102.7602354,6.194130081,114.166427,102.7602354,5.747676189,114.1837217,102.7602354,6.178790551,114.166427,102.7602354,6.179093699,114.166427,102.7602354,6.177559612,114.166427,102.7602354,5.844943212,114.1455033,102.7602354,5.845942102,114.1455033,102.7602354,5.840667065,114.1455033,102.7602354,6.172496169,114.166427,102.7602354,6.164116603,114.166427,102.7602354,6.20548943,114.166427,102.7602354
40704,5.68298216,114.1455033,102.7602354,5.685943132,114.1455033,102.7602354,5.684844593,114.1455033,102.7602354,5.677098662,114.1455033,102.7602354,5.685261417,114.1455033,102.7602354,6.176760909,114.166427,102.7602354,5.731295265,114.1837217,102.7602354,6.161439391,114.166427,102.7602354,6.161742183,114.166427,102.7602354,6.160209897,114.166427,102.7602354,5.677709204,114.1455033,102.7602354,5.678697016,114.1455033,102.7602354,5.67348048,114.1455033,102.7602354,6.1551524,114.166427,102.7602354,6.146782673,114.166427,102.7602354,6.18810692,114.166427,102.7602354
40705,5.683096574,114.1455033,102.7602354,5.686057569,114.1455033,102.7602354,5.684959022,114.1455033,102.7602354,5.67721303,114.1455033,102.7602354,5.685375849,114.1455033,102.7602354,6.176761567,114.166427,102.7602354,5.731295885,114.1837217,102.7602354,6.161440048,114.166427,102.7602354,6.16174284,114.166427,102.7602354,6.160210554,114.166427,102.7602354,5.677823578,114.1455033,102.7602354,5.678811397,114.1455033,102.7602354,5.673594821,114.1455033,102.7602354,6.155153057,114.166427,102.7602354,6.146783329,114.166427,102.7602354,6.188107578,114.166427,102.7602354
40706,5.695817261,114.1455033,102.7602354,5.698780782,114.1455033,102.7602354,5.697681298,114.1455033,102.7602354,5.689928701,114.1455033,102.7602354,5.69809848,114.1455033,102.7602354,6.176755886,114.166427,102.7602354,5.731290528,114.1837217,102.7602354,6.161434373,114.166427,102.7602354,6.161737165,114.166427,102.7602354,6.16020488,114.166427,102.7602354,5.690539769,114.1455033,102.7602354,5.691528431,114.1455033,102.7602354,5.686307406,114.1455033,102.7602354,6.155147384,114.166427,102.7602354,6.14677766,114.166427,102.7602354,6.188101893,114.166427,102.7602354
40707,5.486298332,114.1455033,102.7602354,5.489220265,114.1455033,102.7602354,5.48813621,114.1455033,102.7602354,5.480492405,114.1455033,102.7602354,5.488547538,114.1455033,102.7602354,5.564551629,114.166427,102.7602354,5.153918642,114.1837217,102.7602354,5.549864965,114.166427,102.7602354,5.550155211,114.166427,102.7602354,5.548686416,114.166427,102.7602354,5.481094898,114.1455033,102.7602354,5.482069686,114.1455033,102.7602354,5.476921928,114.1455033,102.7602354,5.543838479,114.166427,102.7602354,5.535815556,114.166427,102.7602354,5.575427512,114.166427,102.7602354
40708,5.454471393,114.1455033,102.7602354,5.45738701,114.1455033,102.7602354,5.456305298,114.1455033,102.7602354,5.448678019,114.1455033,102.7602354,5.456715737,114.1455033,102.7602354,5.066595145,114.166427,102.7602354,4.684294214,114.1837217,102.7602354,5.052424857,114.166427,102.7602354,5.052704898,114.166427,102.7602354,5.051287746,114.166427,102.7602354,5.449279209,114.1455033,102.7602354,5.45025189,114.1455033,102.7602354,5.445115261,114.1455033,102.7602354,5.04661026,114.166427,102.7602354,5.038869419,114.166427,102.7602354,5.077088637,114.166427,102.7602354
40709,5.129790121,114.1455033,102.7602354,5.132641292,114.1455033,102.7602354,5.13158349,114.1455033,102.7602354,5.1241248,114.1455033,102.7602354,5.131984857,114.1455033,102.7602354,5.000062318,114.166427,102.7602354,4.621546882,114.1837217,102.7602354,4.985961024,114.166427,102.7602354,4.986239702,114.166427,102.7602354,4.984829449,114.166427,102.7602354,5.124712702,114.1455033,102.7602354,5.125663882,114.1455033,102.7602354,5.12064079,114.1455033,102.7602354,4.980174737,114.166427,102.7602354,4.972471586,114.166427,102.7602354,5.010504718,114.166427,102.7602354
40710,4.994685235,114.1455033,102.7602354,4.99750959,114.1455033,102.7602354,4.996461737,114.1455033,102.7602354,4.989073199,114.1455033,102.7602354,4.996859329,114.1455033,102.7602354,4.991783118,114.166427,102.7602354,4.613738741,114.1837217,102.7602354,4.97769041,114.166427,102.7602354,4.977968918,114.166427,102.7602354,4.976559524,114.166427,102.7602354,4.989655572,114.1455033,102.7602354,4.990597806,114.1455033,102.7602354,4.985621958,114.1455033,102.7602354,4.971907646,114.166427,102.7602354,4.964209185,114.166427,102.7602354,5.002219161,114.166427,102.7602354
40711,4.984245257,114.1455033,102.7602354,4.98706754,114.1455033,102.7602354,4.986020456,114.1455033,102.7602354,4.978637339,114.1455033,102.7602354,4.986417756,114.1455033,102.7602354,4.99279356,114.166427,102.7602354,4.614691692,114.1837217,102.7602354,4.978699804,114.166427,102.7602354,4.978978333,114.166427,102.7602354,4.977568834,114.166427,102.7602354,4.979219284,114.1455033,102.7602354,4.980160827,114.1455033,102.7602354,4.97518863,114.1455033,102.7602354,4.97291661,114.166427,102.7602354,4.965217576,114.166427,102.7602354,5.003230379,114.166427,102.7602354
40712,4.984270834,114.1455033,102.7602354,4.987093122,114.1455033,102.7602354,4.986046036,114.1455033,102.7602354,4.978662905,114.1455033,102.7602354,4.986443336,114.1455033,102.7602354,4.994784148,114.166427,102.7602354,4.616569022,114.1837217,102.7602354,4.980688328,114.166427,102.7602354,4.980966897,114.166427,102.7602354,4.979557192,114.166427,102.7602354,4.979244851,114.1455033,102.7602354,4.980186396,114.1455033,102.7602354,4.97521419,114.1455033,102.7602354,4.974904287,114.166427,102.7602354,4.967204125,114.166427,102.7602354,5.005222495,114.166427,102.7602354
40713,4.974886112,114.1455033,102.7602354,4.977706537,114.1455033,102.7602354,4.976660142,114.1455033,102.7602354,4.969281884,114.1455033,102.7602354,4.97705718,114.1455033,102.7602354,4.992691042,114.166427,102.7602354,4.614595007,114.1837217,102.7602354,4.978597392,114.166427,102.7602354,4.978875918,114.166427,102.7602354,4.97746643,114.166427,102.7602354,4.969863446,114.1455033,102.7602354,4.97080437,114.1455033,102.7602354,4.965835446,114.1455033,102.7602354,4.972814242,114.166427,102.7602354,4.965115266,114.166427,102.7602354,5.003127781,114.166427,102.7602354
40714,4.963934236,114.1455033,102.7602354,4.966752487,114.1455033,102.7602354,4.965706899,114.1455033,102.7602354,4.958334328,114.1455033,102.7602354,4.966103631,114.1455033,102.7602354,4.99921509,114.166427,102.7602354,4.620747859,114.1837217,102.7602354,4.985114675,114.166427,102.7602354,4.985393335,114.166427,102.7602354,4.983983171,114.166427,102.7602354,4.958915442,114.1455033,102.7602354,4.95985564,114.1455033,102.7602354,4.954890546,114.1455033,102.7602354,4.979328749,114.166427,102.7602354,4.971626077,114.166427,102.7602354,5.00965684,114.166427,102.7602354
40715,4.967862124,114.1455033,102.7602354,4.970681154,114.1455033,102.7602354,4.969635277,114.1455033,102.7602354,4.962260666,114.1455033,102.7602354,4.970032119,114.1455033,102.7602354,4.997103892,114.166427,102.7602354,4.618756781,114.1837217,102.7602354,4.983005666,114.166427,102.7602354,4.983284283,114.166427,102.7602354,4.981874337,114.166427,102.7602354,4.962841941,114.1455033,102.7602354,4.963782399,114.1455033,102.7602354,4.958815931,114.1455033,102.7602354,4.977220638,114.166427,102.7602354,4.969519162,114.166427,102.7602354,5.00754402,114.166427,102.7602354
40716,4.923635608,114.1455033,102.7602354,4.926445861,114.1455033,102.7602354,4.92540324,114.1455033,102.7602354,4.918051594,114.1455033,102.7602354,4.925798846,114.1455033,102.7602354,5.005158933,114.166427,102.7602354,4.626353517,114.1837217,102.7602354,4.991052355,114.166427,102.7602354,4.991331137,114.166427,102.7602354,4.989920355,114.166427,102.7602354,4.918631058,114.1455033,102.7602354,4.919568588,114.1455033,102.7602354,4.914617585,114.1455033,102.7602354,4.985263899,114.166427,102.7602354,4.97755786,114.166427,102.7602354,5.015605248,114.166427,102.7602354
40717,4.954158083,114.1455033,102.7602354,4.956974393,114.1455033,102.7602354,4.955929525,114.1455033,102.7602354,4.94856203,114.1455033,102.7602354,4.956325984,114.1455033,102.7602354,5.033281713,114.166427,102.7602354,4.652876205,114.1837217,102.7602354,5.019145971,114.166427,102.7602354,5.01942533,114.166427,102.7602354,5.018011632,114.166427,102.7602354,4.949142744,114.1455033,102.7602354,4.950082295,114.1455033,102.7602354,4.945120619,114.1455033,102.7602354,5.013345549,114.166427,102.7602354,5.005623579,114.166427,102.7602354,5.043749623,114.166427,102.7602354
40718,5.443158631,114.1455033,102.7602354,5.446072002,114.1455033,102.7602354,5.444991123,114.1455033,102.7602354,5.437369718,114.1455033,102.7602354,5.445401246,114.1455033,102.7602354,5.564787121,114.166427,102.7602354,5.154140735,114.1837217,102.7602354,5.550100213,114.166427,102.7602354,5.550390464,114.166427,102.7602354,5.548921645,114.166427,102.7602354,5.437970446,114.1455033,102.7602354,5.438942377,114.1455033,102.7602354,5.433809704,114.1455033,102.7602354,5.544073627,114.166427,102.7602354,5.53605057,114.166427,102.7602354,5.575663185,114.166427,102.7602354
